# id  x  y  V  eV  BV  eBV
111  1066.007962  951.198966  20.569520  0.125422  1.227099  0.109617
112  946.574766  807.508582  20.252437  0.100563  1.215857  0.171518
113  967.512863  1053.810463  20.205126  0.114612  1.281902  0.113984
114  1010.475233  1015.342899  20.125565  0.321009  1.122604  0.127605
115  1000.002437  1199.633388  20.070127  0.102189  1.063949  0.115298
116  1027.687711  906.058527  19.717989  0.143993  0.983674  0.101533
117  960.793600  1234.179625  19.442570  0.146113  1.330948  0.138212
118  991.369155  963.098993  19.337421  0.073071  1.184592  0.160227
119  1005.239706  1024.509542  19.371591  0.064135  1.058425  0.066137
120  1004.058153  1010.314076  19.295869  0.141272  1.077313  0.098758
121  1025.231933  973.343416  19.096137  0.109285  0.860120  0.058291
122  1095.879107  1036.119347  18.821430  0.057861  0.916909  0.112701
123  1038.272737  987.231683  18.850255  0.075156  1.082700  0.112717
124  880.285635  1096.342897  18.616809  0.121427  0.878508  0.098989
125  1020.325192  819.871355  18.568331  0.098808  0.811895  0.092886
126  1119.369175  989.740646  18.391335  0.127236  0.811671  0.074389
127  972.007813  1109.270221  18.324740  0.065886  0.829018  0.079462
128  1068.616438  790.733660  17.951768  0.073297  0.707895  0.110873
129  1004.797399  1085.297725  17.831598  0.040247  0.899945  0.064137
130  1075.931996  1020.942725  17.466542  0.039395  0.859708  0.037264
131  875.006628  1025.496351  17.196285  0.186700  0.758606  0.074385
132  922.758349  1075.163853  16.927216  0.100307  0.733896  0.042123
133  984.631439  1105.858171  16.758980  0.050529  0.603838  0.069488
134  935.892664  1174.339072  15.796459  0.047657  0.728886  0.054378
135  923.130860  1085.001339  14.987321  0.024597  0.711315  0.033229
20  1512.064485  1393.403286  10.795520  0.023148  1.830962  0.040394
21  1731.875634  698.753764  13.705045  0.053990  3.144127  0.047181
22  472.714205  1713.984633  11.745975  0.039329  1.869223  0.047630
23  1969.180695  1474.875031  10.547898  0.017559  0.764181  0.019926
24  1305.264430  277.405179  14.920548  0.038277  3.261578  0.077215
25  1106.235266  1587.128682  11.575930  0.030647  1.520883  0.063081
26  1905.892377  0.319981  11.606815  0.046595  1.312213  0.025025
27  817.309986  81.676505  10.748563  0.042484  0.879226  0.043723
28  1856.198944  1192.012808  11.922526  0.017377  1.438292  0.025456
29  51.803236  485.720002  15.612138  0.068379  3.493387  0.056517
210  1044.500276  396.680303  11.761278  0.045373  0.876887  0.025479
211  451.532554  1096.918135  12.555112  0.029792  1.479786  0.025280
212  1294.463617  970.200177  12.025636  0.020504  0.777781  0.038482
213  1794.701843  983.476555  11.820373  0.019732  0.673301  0.033062
214  954.175026  1771.401426  13.085503  0.020037  1.215473  0.025635
215  283.079112  342.344347  12.496460  0.045195  0.956741  0.026606
216  1696.873694  353.781428  12.394978  0.020964  0.772639  0.027655
217  1234.961061  1451.411415  14.573160  0.049835  1.968682  0.028409
218  184.574382  662.342745  12.854744  0.082992  0.985908  0.022057
219  576.835068  1029.696848  16.666697  0.067895  2.860456  0.060018
220  1183.770036  1960.036234  17.139339  0.061948  3.289182  0.046311
221  649.202001  36.820811  13.132760  0.028227  0.787271  0.021940
222  264.992368  1923.371521  13.429896  0.023265  0.858107  0.031902
223  436.431973  89.558043  18.057096  0.090346  3.329858  0.072911
224  1941.497042  218.681254  17.403427  0.094091  2.973576  0.086082
225  282.226622  1055.637363  16.389649  0.048358  2.417053  0.067723
226  411.780561  1484.942990  13.212647  0.029904  0.823189  0.041490
227  826.604846  1454.956701  14.794429  0.061669  1.561250  0.038732
228  1757.423493  1363.432787  13.497673  0.024241  0.710419  0.026148
229  160.103984  712.082458  13.763918  0.045261  0.726967  0.025937
230  1534.225905  514.091444  13.164309  0.039399  0.310044  0.023714
231  283.732485  1128.909595  13.589245  0.045457  0.707402  0.029065
232  2015.858682  710.654598  13.901331  0.052275  0.884959  0.049659
233  794.171893  1649.187364  14.119626  0.046101  0.976856  0.036499
234  404.876228  425.060402  18.969345  0.058111  3.621496  0.123798
235  463.645858  1616.576703  18.126378  0.061145  3.232416  0.072731
236  553.980634  141.567912  16.121744  0.032571  1.887133  0.052258
237  1181.725897  598.096980  15.250622  0.043208  1.460923  0.031225
238  95.753481  388.250695  14.027260  0.033666  0.503815  0.038825
