# id  x  y  V  eV  BV  eBV m_ini
11         906.56  1134.45    12.87     0.04     1.58     0.02   0.1500
18         984.62  1033.64    12.86     0.02     1.59     0.04   0.1501
111       1108.78  1051.90    12.81     0.04     1.62     0.02   0.1501
119       1024.20   967.16    12.84     0.03     1.67     0.06   0.1502
120        995.77  1128.53    12.82     0.03     1.58     0.04   0.1502
121        950.01  1044.93    12.86     0.03     1.62     0.04   0.1502
127       1075.47   991.36    12.85     0.03     1.57     0.03   0.1503
128       1064.13  1240.12    12.86     0.02     1.58     0.03   0.1503
132        977.70  1020.45    12.79     0.05     1.63     0.03   0.1503
139        941.81   989.06    12.70     0.04     1.56     0.04   0.1504
140        952.87   977.04    12.78     0.04     1.58     0.02   0.1504
143       1061.75   969.93    12.78     0.05     1.60     0.02   0.1505
145        912.99  1170.57    12.72     0.06     1.62     0.04   0.1505
146        905.19  1066.52    12.91     0.04     1.59     0.07   0.1505
149        875.84  1170.66    12.82     0.02     1.58     0.02   0.1505
151        976.59   880.63    12.82     0.03     1.55     0.04   0.1505
155       1029.37   816.81    12.80     0.03     1.58     0.02   0.1506
156        865.28   954.97    12.84     0.04     1.58     0.05   0.1506
157       1148.80  1004.67    12.80     0.03     1.56     0.02   0.1506
160        859.76  1118.94    12.73     0.05     1.56     0.03   0.1506
167       1120.12  1228.46    12.83     0.02     1.61     0.04   0.1507
168       1047.40   886.25    12.81     0.03     1.60     0.05   0.1507
169       1137.03   958.24    12.78     0.03     1.59     0.04   0.1507
171        969.24  1045.32    12.82     0.04     1.57     0.02   0.1507
172       1030.01  1006.47    12.82     0.04     1.56     0.05   0.1508
177        950.10  1106.44    12.86     0.03     1.62     0.02   0.1508
178        853.39  1025.93    12.79     0.03     1.56     0.02   0.1508
180       1094.59   932.85    12.84     0.03     1.54     0.04   0.1508
181       1127.51   907.55    12.82     0.03     1.54     0.04   0.1509
190        927.46   922.04    12.80     0.03     1.58     0.04   0.1509
191       1083.75   966.33    12.76     0.05     1.61     0.02   0.1510
195        814.94   990.07    12.79     0.03     1.60     0.03   0.1510
199       1063.20   957.14    12.84     0.04     1.63     0.04   0.1510
1102       924.84  1074.48    12.80     0.05     1.59     0.03   0.1511
1103       955.98  1063.26    12.82     0.02     1.58     0.02   0.1511
1104       992.36   965.37    12.85     0.03     1.56     0.02   0.1511
1105       974.99   988.30    12.77     0.04     1.57     0.07   0.1511
1107      1123.41   974.84    12.83     0.04     1.58     0.02   0.1511
1111      1086.88   988.00    12.80     0.02     1.57     0.02   0.1512
1114       874.36  1013.13    12.79     0.03     1.64     0.04   0.1512
1115       993.69   945.17    12.82     0.02     1.65     0.04   0.1512
1117      1115.95   885.05    12.82     0.02     1.61     0.02   0.1512
1118       944.82  1066.72    12.82     0.03     1.59     0.02   0.1512
1120      1136.41  1006.99    12.87     0.04     1.57     0.02   0.1513
1132      1002.10  1027.27    12.81     0.02     1.56     0.02   0.1514
1134       875.12  1180.54    12.83     0.04     1.57     0.04   0.1514
1136      1094.64  1128.95    12.85     0.04     1.44     0.07   0.1514
