# id  x  y  V  eV  BV  eBV
10  985.860096  914.480620  20.598137  0.136173  1.583941  0.169891
12  889.441731  1061.028495  20.361618  0.105395  1.622976  0.203563
13  935.365693  1080.173732  20.344001  0.087292  1.366672  0.141065
14  1124.468204  908.746301  20.217298  0.117013  1.313709  0.118648
16  902.518477  1008.856801  20.247997  0.152700  1.517915  0.092294
18  1005.826232  1047.153766  20.210971  0.244475  1.499860  0.101633
19  1045.926420  1221.241958  19.849281  0.240352  1.603446  0.182166
110  1096.655155  1132.179763  20.249733  0.163653  1.686535  0.187087
111  919.563387  1003.317719  20.278017  0.107065  1.557743  0.101075
112  1059.702743  937.472123  20.297569  0.135994  1.433168  0.105275
113  1093.456200  1083.748803  20.154165  0.200199  1.547231  0.179919
114  964.580782  976.712151  20.270413  0.120524  1.471178  0.190991
115  1038.204744  969.240576  20.350877  0.137826  1.385499  0.250107
116  1026.980925  970.086277  20.237357  0.084210  1.635247  0.084229
117  1014.643773  982.264402  20.293124  0.130879  1.516035  0.131056
118  937.864151  1131.174093  20.072947  0.182647  1.482797  0.085227
119  989.546414  948.230840  19.382601  0.275205  1.542693  0.115555
120  1116.692644  1014.573957  20.099318  0.098875  1.744461  0.103021
121  1068.569395  1113.683845  20.398178  0.181822  1.465364  0.167526
122  996.365046  1017.656832  19.945031  0.099891  1.727745  0.196214
123  990.761800  1093.115249  20.304143  0.081685  1.492790  0.102255
124  960.418243  1077.868360  20.220390  0.142659  1.504743  0.207206
125  949.135135  1055.871857  20.167211  0.161391  1.560168  0.096429
126  927.823319  1026.111181  20.291965  0.115694  1.411433  0.109027
127  1067.204137  939.976274  19.921659  0.121453  1.330630  0.129954
128  1045.391196  1017.337528  19.836808  0.210265  1.623326  0.083721
129  1028.840202  949.541683  20.188383  0.140172  1.733662  0.288900
130  1071.055954  926.344499  20.089829  0.103363  1.521252  0.130076
131  1153.711186  930.662502  19.961221  0.164705  1.664634  0.106925
132  877.339423  1013.403238  19.840069  0.124755  1.568076  0.105594
133  1068.798075  980.746916  19.928738  0.154657  1.506963  0.157305
134  1049.043866  1008.190648  20.202143  0.090783  1.578850  0.135820
135  1014.963466  996.784742  19.850085  0.073358  1.352864  0.179557
136  955.691786  1008.505119  19.797556  0.096173  1.490793  0.140811
137  1048.422461  1046.093046  19.605858  0.172401  1.537410  0.162340
138  961.114767  1180.430848  19.661094  0.105270  1.686359  0.148508
139  1074.213765  888.768430  19.705968  0.110212  1.472443  0.068321
140  1060.321075  1017.337528  19.830171  0.100959  1.311459  0.137665
141  1077.694833  1177.207706  19.600445  0.069686  1.376511  0.165806
142  994.214482  1052.313416  19.383898  0.086896  1.456964  0.118777
143  1104.773980  1085.967852  19.539745  0.127647  1.341347  0.066040
144  1039.713710  874.941624  19.266203  0.115928  1.401111  0.064307
145  1110.648893  1105.915228  19.642233  0.144840  1.344479  0.118344
146  991.039775  992.803246  19.421250  0.114768  1.257210  0.134457
147  1032.067748  1014.290084  19.345424  0.111538  1.231503  0.080523
148  1038.497997  933.620982  19.240990  0.152315  1.512375  0.095561
149  1066.510275  944.153764  19.559715  0.085535  1.593409  0.153787
150  957.172060  1019.052687  19.707855  0.153447  1.465400  0.100522
151  1057.227919  902.827930  19.550412  0.108061  1.327950  0.105928
152  1036.759532  1137.754030  19.612452  0.193097  1.382096  0.155878
153  876.749906  981.525729  19.255331  0.131673  1.387389  0.107131
154  996.194202  873.399316  19.396768  0.093351  1.229542  0.165893
155  959.498650  938.394644  19.789658  0.164135  1.417441  0.080103
156  878.598943  1021.317775  19.308103  0.175380  1.268424  0.140554
157  1090.242540  1024.638976  19.270615  0.137626  1.245825  0.096610
158  1015.921930  1099.812291  19.255970  0.166995  1.500402  0.138904
159  1071.466004  901.559747  19.265058  0.078340  1.238901  0.093225
160  939.548672  962.142966  19.080191  0.103279  1.269066  0.070867
161  1236.193116  1012.602307  19.314638  0.132329  1.409660  0.094358
162  1138.969375  1028.194591  19.073544  0.160477  1.305571  0.102540
163  1058.868490  1076.756808  19.213091  0.091476  1.332370  0.140256
164  1051.219681  1084.228116  19.219768  0.084318  1.415432  0.078398
165  869.777510  1037.806551  19.150050  0.092347  1.317836  0.057577
166  1029.337825  1194.833469  19.101552  0.059129  1.169233  0.100602
167  1212.226068  990.106685  19.097119  0.083173  1.351063  0.060998
168  992.716042  1053.552312  19.177881  0.062710  1.453979  0.127016
169  1019.344773  936.130519  18.988163  0.112528  1.298130  0.106051
170  853.773230  1014.937068  19.073853  0.077366  1.330569  0.067637
171  857.656566  1145.050890  18.980885  0.087528  1.340560  0.106653
172  851.205571  960.753582  18.771950  0.138311  1.305228  0.111515
173  1056.762655  1133.069435  18.885080  0.083476  1.291540  0.059901
174  1046.753382  1152.559145  19.125480  0.160405  1.313353  0.093195
175  1041.380598  1091.554345  18.812645  0.066720  1.452766  0.112111
176  978.537595  838.763172  18.769352  0.053528  1.330902  0.057892
177  1016.536945  992.614318  18.890292  0.054622  1.305813  0.052871
178  1053.012398  901.598044  18.917984  0.066452  1.352664  0.061740
179  968.684933  934.196101  18.770991  0.076247  1.022657  0.136529
180  896.789811  977.320837  18.804764  0.111578  1.356252  0.083881
181  1093.302354  976.990126  18.978778  0.136420  1.349642  0.073890
182  981.082255  919.421440  18.844946  0.066705  1.504255  0.089982
183  1030.853816  1031.310479  18.820751  0.148602  1.380316  0.063761
184  1063.164989  906.858824  18.716807  0.063463  1.395516  0.060537
185  955.791626  1025.031721  18.839200  0.082763  1.369964  0.151191
186  1124.555530  940.871905  18.911869  0.117483  1.318021  0.123981
187  961.118577  962.785055  18.714253  0.130874  1.288271  0.103679
188  944.006369  977.760727  18.633228  0.087315  1.243019  0.055016
189  1096.739185  1097.509724  18.720001  0.057806  1.357080  0.056437
190  960.833864  1052.918927  18.702789  0.137336  1.289512  0.085348
191  1061.671301  972.507136  18.693786  0.075428  1.230467  0.061914
192  1050.263204  1088.312607  18.566007  0.089459  1.386067  0.079854
193  1126.852772  932.123976  18.674539  0.069025  1.289005  0.064235
194  903.699128  1090.687857  18.537073  0.059245  1.265499  0.070014
195  1062.277038  1099.305308  18.519167  0.076626  1.212152  0.154044
196  1067.972219  894.313513  18.539246  0.053524  1.209271  0.061392
197  1048.085156  1095.102915  18.545053  0.103156  1.631017  0.156616
198  1029.208289  1025.957028  18.354784  0.083210  1.468528  0.073565
199  1090.488709  1083.026084  18.347369  0.093484  1.327035  0.137295
1100  1024.990269  989.835305  18.425135  0.067641  1.153541  0.095549
1101  1136.830321  1071.099187  18.636831  0.141727  1.238986  0.082978
1102  1022.498652  921.840742  18.365077  0.123089  1.189342  0.129873
1103  1087.284347  1016.541942  18.367552  0.064831  1.324743  0.063745
1104  817.363169  1019.148698  18.428011  0.095496  1.383462  0.124289
1105  1000.616346  1056.768246  18.340787  0.062078  1.214614  0.049062
1106  1061.007565  1049.084928  18.332839  0.046804  1.281517  0.092257
1107  988.754780  924.194959  18.351725  0.049699  1.209993  0.091668
1108  1005.154775  934.635930  18.222935  0.088946  1.120063  0.049834
1109  1101.964493  1090.429563  18.309801  0.076238  1.188366  0.045646
1110  990.910423  1043.994972  18.091736  0.143048  1.155670  0.073642
1111  1068.082094  961.467781  18.218526  0.114269  1.390561  0.076969
1112  892.081172  977.816965  18.187430  0.099390  1.227871  0.067815
1113  1133.734830  1018.307359  18.271202  0.113267  1.198433  0.089209
1114  1059.581317  1041.051320  18.093447  0.097165  1.321651  0.075417
1115  1005.637468  926.382264  18.170336  0.065696  1.209602  0.060167
1116  1007.884022  1063.692923  17.985059  0.144109  0.988494  0.086109
1117  983.659131  1021.127762  18.077318  0.065859  1.271623  0.063650
1118  858.752225  989.676524  17.871739  0.104893  1.289187  0.092009
1119  1172.051210  1017.081692  18.081707  0.109003  1.189973  0.084627
1120  1139.049288  1154.478367  17.983983  0.096210  1.272686  0.096275
1121  1025.566269  1034.659348  18.058938  0.065392  1.200759  0.078293
1122  1017.130127  1020.548772  18.105519  0.061678  1.228137  0.065968
1123  1009.244508  1035.877437  18.047614  0.074826  1.294791  0.070706
1124  849.508106  970.601923  17.932578  0.066496  1.221038  0.042224
1125  1000.951439  1199.311913  17.877510  0.076530  1.324307  0.066370
1126  1016.236319  927.365366  17.803657  0.089125  1.309530  0.091296
1127  882.144338  856.812237  17.821338  0.095947  1.281862  0.106721
1128  1022.735053  1028.273070  17.784283  0.049999  1.112448  0.048756
1129  1049.186304  999.918735  17.799844  0.068354  1.208823  0.048113
1130  944.389120  853.161370  17.796860  0.045402  1.187871  0.078934
1131  1083.583386  1108.094403  17.721313  0.052010  1.169589  0.040120
1132  1012.757484  982.547825  17.636349  0.091913  1.156076  0.058991
1133  1024.364913  1094.209495  17.736138  0.066919  1.226961  0.049873
1134  1021.748572  1062.352323  17.631454  0.097686  1.259981  0.052419
1135  1038.679040  1021.945139  17.705640  0.067292  1.295745  0.049484
1136  998.872412  923.955405  17.630827  0.042010  1.159468  0.108213
1137  1002.958889  980.039537  17.677776  0.110253  1.160759  0.052891
1138  1143.045612  1036.810179  17.578794  0.049651  1.126401  0.066961
1139  1128.929628  1126.872412  17.452353  0.066209  1.147191  0.050119
1140  1070.893220  1030.100890  17.483667  0.075499  1.125911  0.053920
1141  1054.097224  995.593073  17.444551  0.042032  1.194354  0.039547
1142  1192.201933  922.821427  17.393963  0.075508  1.358636  0.075793
1143  928.478454  965.180518  17.436908  0.078149  1.206892  0.061167
1144  1072.154972  1150.944010  17.398672  0.036132  1.162597  0.049677
1145  1091.643228  980.285174  17.500891  0.120551  1.162306  0.043225
1146  957.780316  1103.452385  17.245706  0.044817  1.161591  0.042210
1147  1010.341458  1067.303752  17.305647  0.041189  1.178910  0.058596
1148  1079.226962  1048.418775  17.203002  0.094737  1.229341  0.041660
1149  1105.839985  980.200550  17.178627  0.061399  1.059664  0.054116
1150  1102.996009  1006.598513  17.208696  0.045908  1.080237  0.058176
1151  1058.970808  796.115702  17.168207  0.085583  1.161109  0.058812
1152  1130.202296  905.672786  17.111295  0.058498  1.137056  0.044076
1153  949.409300  1155.966628  17.085443  0.067579  1.140964  0.075244
1154  998.485975  1052.123771  17.090130  0.073693  1.195746  0.066975
1155  1051.845489  1049.710920  17.022652  0.045154  1.142150  0.064267
1156  1080.610365  1123.716424  16.963235  0.058597  1.211638  0.093968
1157  1012.150374  956.116439  16.941232  0.040101  1.165856  0.041437
1158  1098.713457  1109.591593  16.984862  0.051569  1.103140  0.040599
1159  1012.139848  989.050102  16.992274  0.067595  1.087791  0.110423
1160  983.979807  1028.728975  16.824025  0.042135  1.107771  0.056086
1161  1016.224911  1129.361490  16.924964  0.103426  1.048569  0.038963
1162  1058.559836  1074.547671  16.791297  0.057653  1.020653  0.039234
1163  1019.604931  1116.070830  16.739810  0.046218  0.921630  0.119174
1164  1060.001198  898.955059  16.705897  0.053641  1.101193  0.042104
1165  1091.125432  890.961203  16.583389  0.039171  1.032902  0.066375
1166  956.953723  1038.576005  16.517933  0.060269  0.968097  0.045343
1167  1054.462628  1038.233887  16.494130  0.059277  1.008813  0.056699
1168  853.033738  1069.594460  16.467696  0.047582  0.971946  0.046299
1169  947.175567  1067.260170  16.383816  0.060369  0.982474  0.067136
1170  1087.314493  990.100173  16.436784  0.034733  1.101948  0.065094
1171  1032.274637  996.781015  16.324555  0.029219  1.034361  0.043639
1172  1008.852398  1099.802624  16.228733  0.078420  1.044813  0.044652
1173  1104.470159  931.358331  16.201550  0.061702  0.996118  0.089025
1174  959.302820  1116.187177  16.011934  0.028536  0.930557  0.029134
1175  923.919217  1003.919196  16.030890  0.034897  0.988900  0.041439
1176  954.628669  932.300554  15.980819  0.057715  0.953148  0.056966
1177  1038.055424  927.153787  15.857064  0.060448  0.932728  0.060749
1178  1227.953541  1026.846618  15.936720  0.042067  0.951702  0.065014
1179  971.741880  953.312932  15.871349  0.053483  0.917745  0.055070
1180  1028.327117  844.647875  15.772424  0.033324  0.979180  0.086922
1181  938.048676  855.352463  15.837453  0.070246  0.964463  0.050409
1182  1086.555628  1005.571891  15.595542  0.036891  0.968538  0.045668
1183  1079.124910  909.643162  15.630121  0.062887  0.900841  0.050641
1184  1173.595832  1122.761318  15.391682  0.039167  0.873015  0.034498
1185  982.117868  960.942531  15.476184  0.077476  0.908162  0.045670
1186  1014.715392  888.193004  15.171506  0.023978  0.819106  0.026958
