# id  x  y  V  eV  BV  eBV m_ini
150        973.68   996.86    21.64     0.25     1.90     0.34   0.2886
184       1122.67  1145.64    21.02     0.17     1.66     0.27   0.3220
187        900.77   919.18    21.08     0.21     1.76     0.16   0.3258
1107      1086.39  1029.07    21.16     0.15     1.88     0.28   0.3479
1122      1048.69  1020.70    20.70     0.15     1.67     0.22   0.3669
1127       977.30   809.92    20.19     0.44     1.78     0.31   0.3726
1136      1076.84   852.92    20.70     0.12     1.71     0.17   0.3843
1137      1118.32  1044.09    20.83     0.22     1.68     0.17   0.3867
1139      1113.50   996.53    20.51     0.22     1.47     0.14   0.3885
1140      1046.92   836.67    20.68     0.11     1.73     0.23   0.3897
1147      1184.11   902.04    20.62     0.15     1.65     0.14   0.4001
1148       982.99   933.05    20.66     0.14     1.24     0.29   0.4018
1149      1089.18   967.03    20.50     0.10     1.51     0.17   0.4027
1151      1004.13  1052.41    20.33     0.18     1.59     0.14   0.4055
1152       902.11   961.64    20.38     0.17     1.68     0.33   0.4078
1154       991.72  1010.79    20.63     0.12     1.48     0.12   0.4098
1155       933.28  1101.56    20.52     0.12     1.64     0.17   0.4113
1160      1093.05  1023.45    20.33     0.19     1.74     0.20   0.4189
1166      1024.97  1005.02    20.06     0.17     1.67     0.11   0.4283
1167      1062.03   965.07    20.29     0.22     1.57     0.09   0.4295
1169      1115.94  1022.56    20.37     0.18     1.56     0.15   0.4330
1170       971.28  1002.48    20.53     0.09     1.48     0.11   0.4345
1172      1138.44  1032.28    19.96     0.19     1.37     0.12   0.4372
1173      1190.44  1028.10    20.10     0.11     1.41     0.18   0.4400
1174       978.16   949.25    20.16     0.12     1.42     0.20   0.4404
1175      1092.71   934.32    20.43     0.16     1.72     0.19   0.4422
1176      1078.69  1088.97    20.31     0.19     1.79     0.11   0.4441
1177      1175.81  1034.77    20.14     0.19     1.49     0.26   0.4458
1178       953.77  1004.54    20.29     0.13     1.57     0.10   0.4480
1179       987.75  1021.75    20.27     0.17     1.73     0.12   0.4485
1180      1009.56   924.97    20.33     0.14     1.49     0.10   0.4513
1181       959.94  1042.35    20.27     0.15     1.84     0.19   0.4526
1182      1018.29   951.62    20.29     0.08     1.47     0.12   0.4540
1183      1039.13  1014.35    20.31     0.10     1.50     0.09   0.4561
1184      1112.37  1047.33    19.90     0.14     1.43     0.09   0.4570
1185       990.05   968.14    19.94     0.14     1.34     0.14   0.4595
1186      1056.60   945.16    20.11     0.14     1.67     0.15   0.4616
1187      1064.22   979.20    20.17     0.13     1.66     0.15   0.4627
1188      1024.63  1111.60    20.19     0.18     1.47     0.17   0.4643
1189       877.01  1009.87    20.13     0.08     1.65     0.13   0.4659
1190       947.12  1058.05    20.10     0.10     1.65     0.09   0.4676
1191       990.62  1082.04    20.02     0.17     1.55     0.08   0.4701
1192       959.25  1080.66    19.84     0.19     1.35     0.13   0.4705
1193      1174.96  1090.97    20.06     0.11     1.64     0.09   0.4737
1194      1087.57   973.03    19.91     0.16     1.68     0.16   0.4750
1195       989.39  1088.62    20.05     0.12     1.83     0.17   0.4762
1196       978.35  1199.59    20.18     0.15     1.40     0.12   0.4775
1197       968.56   964.17    19.90     0.18     1.73     0.10   0.4794
1198      1042.13  1152.94    20.06     0.12     1.49     0.14   0.4821
1199       836.73   985.99    20.25     0.12     1.56     0.08   0.4829
1200      1131.89  1129.90    20.32     0.17     1.64     0.09   0.4859
1201       994.06   997.25    20.16     0.14     1.39     0.25   0.4866
1202      1162.58  1195.32    19.87     0.13     1.48     0.13   0.4886
1203       899.09   959.86    20.09     0.11     1.50     0.09   0.4918
1204      1170.20  1026.04    20.00     0.19     1.51     0.10   0.4920
1205      1062.66  1016.23    20.02     0.13     1.76     0.10   0.4945
1206      1091.55   844.97    19.87     0.16     1.59     0.08   0.4961
1207      1121.11  1083.92    20.04     0.20     1.56     0.08   0.4985
1208      1100.74  1014.72    19.80     0.14     1.63     0.14   0.5020
1209      1075.17  1068.16    19.82     0.20     1.47     0.10   0.5025
1210      1004.40   943.75    19.71     0.08     1.56     0.07   0.5056
1211       854.40  1010.71    19.76     0.13     1.61     0.10   0.5077
1212      1226.36  1132.26    19.89     0.13     1.62     0.07   0.5096
1213      1018.11   987.24    19.74     0.13     1.50     0.14   0.5105
1214      1005.78  1000.26    19.56     0.17     1.79     0.19   0.5131
