# id  x  y  V  eV  BV  eBV m_ini
10        1025.35  1003.28    31.57     0.13     1.56     0.11   0.1500
11         960.04   927.78    31.59     0.20     1.99     0.20   0.1500
12         947.49  1118.67    31.82     0.26     1.59     0.14   0.1500
13        1034.78  1054.44    31.29     0.11     1.54     0.37   0.1501
14        1064.46   986.06    31.39     0.17     1.62     0.25   0.1501
15        1066.67   910.57    31.66     0.10     1.67     0.20   0.1501
16        1086.26   950.87    31.61     0.11     1.88     0.16   0.1501
17        1095.29  1132.60    31.66     0.21     1.14     0.27   0.1502
18         985.82  1078.58    31.52     0.16     1.67     0.14   0.1502
19        1160.14  1130.57    31.47     0.15     2.06     0.16   0.1502
110        975.04  1024.10    31.51     0.20     1.56     0.18   0.1502
111        838.78  1100.73    31.65     0.27     1.99     0.21   0.1502
112       1008.36   925.72    31.48     0.14     1.54     0.24   0.1503
113        989.30  1100.02    31.08     0.22     1.41     0.13   0.1503
114        973.77  1044.96    31.61     0.11     1.53     0.15   0.1503
115       1135.07  1170.09    31.81     0.31     1.24     0.16   0.1503
116       1184.53   961.20    31.63     0.10     1.79     0.18   0.1503
117        973.42   951.60    31.63     0.11     1.59     0.11   0.1504
118        955.58   883.75    31.54     0.18     0.97     0.24   0.1504
119       1038.53  1019.27    31.39     0.14     1.65     0.11   0.1504
120       1060.73  1067.47    31.63     0.18     1.50     0.18   0.1504
121       1078.12   974.42    31.41     0.16     1.58     0.16   0.1504
122       1021.96   902.49    31.56     0.25     1.65     0.13   0.1505
123       1083.51   883.27    31.39     0.10     1.46     0.14   0.1505
124       1087.76  1181.42    32.01     0.24     1.83     0.14   0.1505
125       1025.41   959.97    31.35     0.14     1.48     0.19   0.1505
126       1141.52  1112.26    31.58     0.23     1.79     0.12   0.1506
127       1047.22  1158.42    31.57     0.15     1.44     0.14   0.1506
128       1182.32   953.97    31.48     0.16     1.58     0.15   0.1506
129        917.97  1106.50    31.62     0.13     1.37     0.20   0.1506
130       1130.76  1170.49    31.49     0.11     1.42     0.12   0.1506
131       1158.50   887.13    31.81     0.19     1.00     0.25   0.1507
132       1060.32  1152.41    31.56     0.13     1.68     0.13   0.1507
133        995.80  1152.96    31.56     0.12     1.77     0.16   0.1507
134       1059.82  1094.33    31.64     0.12     1.22     0.14   0.1507
135       1074.11   923.19    31.38     0.27     1.61     0.16   0.1507
136       1085.56  1138.59    31.43     0.13     1.35     0.36   0.1508
137        904.42  1048.94    31.58     0.15     1.77     0.20   0.1508
138       1209.03   943.39    31.59     0.11     1.61     0.17   0.1508
139       1042.08  1115.44    31.33     0.23     1.71     0.15   0.1508
140        916.99  1001.51    31.23     0.32     1.89     0.13   0.1508
141       1052.83   835.79    31.57     0.13     1.75     0.26   0.1509
142        976.88   919.23    31.51     0.11     1.54     0.10   0.1509
143        968.68  1090.52    31.49     0.25     1.51     0.12   0.1509
