# id  x  y  V  eV  BV  eBV
13  1087.979069  965.422653  21.708005  0.232804  1.317546  0.270730
117  1140.229140  1104.505774  21.053677  0.494823  1.656966  0.272894
145  999.789814  1159.505859  21.386242  0.248110  1.547168  0.250841
149  973.245256  978.599076  21.384310  0.164042  1.426216  0.186453
167  1138.476503  889.149276  20.907341  0.259668  1.420193  0.118441
173  1104.357949  1052.023296  21.039260  0.149447  1.255505  0.218207
176  1055.283241  992.366469  20.899279  0.165737  1.477384  0.113952
179  1028.816876  1031.638364  21.145595  0.159342  1.677794  0.200312
182  1068.749332  1091.133706  20.695007  0.138691  1.548316  0.106301
185  1001.551933  1048.524698  20.881691  0.153666  1.380781  0.170356
190  1103.918162  905.752904  20.854172  0.153428  1.347950  0.187395
192  870.042911  1065.564058  20.888632  0.145181  1.929915  0.199627
193  965.342536  1028.589834  20.864627  0.155221  1.486061  0.170229
195  1035.501875  943.600538  20.871079  0.184300  1.586852  0.121479
196  1079.457751  1146.926182  20.692469  0.136907  1.709925  0.229283
1101  986.656051  976.873513  20.709610  0.129511  1.503502  0.179521
1102  984.313528  1032.967127  20.350855  0.242701  1.623780  0.176778
1104  1087.477924  965.102244  20.763137  0.277873  1.365826  0.180613
1105  899.994952  913.785713  20.579666  0.106338  0.817533  0.242960
1106  1082.876355  1072.513679  20.395454  0.250518  1.307164  0.098059
1108  1011.027538  1025.231360  20.662888  0.098962  1.363883  0.139101
1110  849.878467  953.544663  20.465929  0.258386  1.334271  0.283789
1111  1016.287908  966.201221  20.622248  0.229087  1.294255  0.146010
1112  975.989084  1074.644480  20.699980  0.120834  1.251602  0.143063
1113  902.908047  1024.147886  20.518956  0.123117  1.280744  0.159865
1116  1178.800333  1011.258102  20.648217  0.208395  1.370523  0.165457
1117  1115.060572  951.165768  20.516892  0.104543  1.289625  0.128080
1118  1020.948480  1156.807823  20.551139  0.258608  1.302923  0.232443
1120  942.376120  919.369032  20.506913  0.114029  1.295546  0.205256
1122  981.284864  879.438889  20.365081  0.144117  1.321645  0.197497
1123  1059.162849  1078.109778  20.393795  0.187135  1.381023  0.089485
1124  972.609147  1183.046820  20.241002  0.173689  1.306096  0.142362
1125  822.951363  946.719252  20.405484  0.188378  1.432514  0.143139
1126  985.117000  1059.766825  20.312222  0.148285  1.510537  0.092410
1127  980.464067  1073.819156  20.202091  0.106650  1.540039  0.135789
1128  1069.546885  1058.024653  20.217136  0.147739  1.380070  0.143308
1129  1102.823526  1104.265339  20.244705  0.161173  1.555694  0.169925
1130  901.282263  917.742305  20.460277  0.165012  1.464288  0.192704
1131  1059.065405  1027.565916  20.297101  0.247993  1.398301  0.103039
1132  957.251994  940.975514  20.314400  0.112872  1.388302  0.126750
1133  1061.063455  962.412913  20.366400  0.148341  1.277579  0.174988
1134  1111.511224  1095.662285  20.498870  0.084372  1.541142  0.100961
1135  1033.950310  984.079770  20.229443  0.119679  1.611988  0.154929
1136  1089.464013  1060.745851  20.303451  0.135092  1.454334  0.140061
1137  1014.439444  1031.169270  19.962658  0.110567  1.638294  0.157483
1138  1102.333501  1033.576468  20.086998  0.207234  1.307184  0.108542
1139  912.753746  1037.284618  20.381134  0.091496  1.538840  0.091171
1140  1126.020444  1003.671613  20.318811  0.126463  1.413277  0.137327
1141  1093.460460  1133.469983  20.303830  0.188887  1.195414  0.163558
1142  1067.480125  937.266995  20.329122  0.191985  1.421294  0.102199
1143  923.460813  1045.846753  20.069758  0.079872  1.538000  0.160829
1144  1063.407309  971.250463  20.061436  0.088244  1.561048  0.147199
1145  1032.785777  967.249428  20.069161  0.155970  1.483993  0.136081
1146  1031.259443  1091.340902  19.932210  0.076416  1.535331  0.137975
1147  1157.892178  1068.959171  19.945221  0.110751  1.457630  0.204942
1148  857.356861  975.525765  19.857528  0.182591  1.466064  0.112965
