# id  x  y  V  eV  BV  eBV
166  1045.499392  965.859246  21.130777  0.321390  1.644127  0.197961
185  1124.594053  826.114560  21.413727  0.167405  1.733400  0.286280
1132  1082.539151  1057.980375  21.223184  0.159838  1.610913  0.151034
1135  1037.583954  1148.967301  20.857902  0.176362  1.895214  0.323931
1136  1192.286597  1010.446316  21.098521  0.358723  1.394714  0.234338
1144  1008.495145  1044.644680  20.994340  0.147038  1.656155  0.163774
1148  1144.049828  927.826330  21.006713  0.286659  1.662295  0.233083
1150  1057.379000  1167.671747  20.439692  0.351802  1.425893  0.291292
1157  946.527437  1179.099894  20.872514  0.102639  1.420184  0.225762
1160  1094.360310  1144.281416  20.558908  0.197361  1.595701  0.189280
1163  935.857316  944.618476  20.729389  0.102181  1.615676  0.105661
1165  928.877855  1061.615084  20.936533  0.141563  1.633194  0.113744
1172  1001.307894  998.340362  20.861680  0.130946  1.433691  0.117091
1174  915.831562  1093.490729  20.677427  0.121483  1.351272  0.208313
1175  1077.032960  915.851940  20.858668  0.176259  1.472197  0.206839
1176  969.031721  1067.303117  20.792001  0.187759  1.489402  0.163867
1177  1086.671155  1039.270298  20.754021  0.116555  1.456652  0.135986
1184  1121.083802  975.924654  20.803802  0.161038  1.530184  0.143934
1185  1140.785807  988.883067  20.794559  0.132485  1.754604  0.179182
1187  1126.230467  1084.586762  20.749147  0.135880  1.472533  0.167302
1190  1081.169715  1012.117688  20.766023  0.106831  1.648224  0.197341
1193  955.748086  972.478566  20.736895  0.143735  1.560854  0.148576
1198  1209.310065  977.811169  20.665862  0.193156  1.432068  0.143830
1199  1047.104676  1020.688241  20.546224  0.146353  1.602788  0.238333
1203  1240.575447  1070.254100  20.562610  0.110951  1.403463  0.214841
1205  1044.135137  1147.013816  20.909472  0.124272  1.411935  0.182887
1206  997.798236  976.430756  20.854335  0.107890  1.647913  0.212296
1207  990.461788  1105.757635  20.589786  0.096334  1.838447  0.135369
1208  942.778675  883.356918  20.429236  0.123089  1.520374  0.120999
1213  914.645729  1038.866432  20.660704  0.096488  1.550606  0.189766
1214  1031.110840  966.826250  20.638840  0.167029  1.678397  0.166013
1215  1140.707389  1110.250865  20.656259  0.119258  1.520202  0.189055
1216  1089.973740  1054.377021  20.281547  0.158326  1.612472  0.128146
1218  930.544169  1036.078223  20.853038  0.172347  1.577597  0.101263
1220  1130.605220  1086.544527  20.582311  0.112261  1.478199  0.240698
1223  1021.620367  1006.593884  20.375498  0.211025  1.595590  0.155288
1224  974.145536  958.899855  20.491538  0.170382  1.430616  0.127797
1225  1168.967045  1136.926208  20.373111  0.157552  1.448575  0.133120
1226  1130.179625  1042.099651  20.630907  0.112524  1.345850  0.097846
1227  976.761795  918.520238  20.616332  0.102638  1.697342  0.109214
1228  842.166374  1119.336899  20.492758  0.222286  1.745580  0.151767
1229  1160.456602  1166.278451  20.658019  0.258821  1.659730  0.134073
1230  987.651686  1058.218414  20.352132  0.180451  1.434577  0.242731
1232  1074.213028  1064.518164  20.592009  0.241791  1.195286  0.205954
1233  1147.831112  912.813834  20.681002  0.110723  1.561153  0.167589
1234  1084.974735  1024.095457  20.446843  0.138277  1.599708  0.216121
1236  1090.420797  964.105216  20.265287  0.300538  1.602472  0.145846
1237  843.480207  1072.367698  20.469314  0.103644  1.417907  0.224654
1238  967.874028  935.376282  20.561707  0.230559  1.516256  0.182076
1240  1077.643325  947.423437  20.691193  0.212116  1.563057  0.091637
1241  1106.136330  1100.437033  20.412936  0.113396  1.369912  0.099347
1242  1121.306849  1034.968371  20.558543  0.139761  1.488232  0.104995
1243  1128.609853  968.970097  20.563608  0.092656  1.699980  0.136356
1244  1201.981112  1070.589932  20.474573  0.134758  1.355703  0.112721
1245  1025.995059  925.245071  20.628351  0.181174  1.638424  0.126881
1246  1079.934566  1046.691717  20.530683  0.108293  1.674687  0.177015
1247  902.604493  1047.010181  20.420069  0.090755  1.643002  0.250305
1248  1198.032773  1082.207785  20.409366  0.149806  1.559309  0.142715
1249  1132.152340  1015.742484  20.413412  0.208692  1.620115  0.134572
1250  1046.925230  1046.862049  20.335594  0.103044  1.354334  0.103071
1251  1069.597798  1046.135398  20.432684  0.214991  1.580324  0.235021
1252  1041.587958  1042.460037  20.403047  0.270076  1.708881  0.126345
1253  1050.487685  960.754770  20.177467  0.205169  1.759460  0.178071
1254  1034.143232  990.350213  20.421251  0.130577  1.207424  0.218832
1256  966.041231  891.384422  20.134296  0.233092  1.485916  0.108194
