# id  x  y  V  eV  BV  eBV
12  1186.915062  918.026895  21.477443  0.214833  1.411754  0.163497
14  972.070461  1101.584466  20.916569  0.157496  1.286952  0.230352
15  1046.447759  987.970376  20.550620  0.105416  1.524382  0.160647
16  984.950067  895.774044  20.103518  0.159170  1.452550  0.192208
17  955.356856  1148.351693  19.990248  0.136717  1.308841  0.139604
18  1017.617326  1170.340454  19.639338  0.128349  1.097832  0.168730
19  953.772319  1059.372687  18.835754  0.068448  0.676977  0.123555
110  1082.196255  1098.669978  18.638450  0.098725  0.876536  0.142321
111  982.869197  912.691466  17.749922  0.059500  0.783461  0.077440
112  1155.540808  1092.666880  17.254751  0.088287  0.802802  0.037692
113  1064.565740  1024.376074  16.596542  0.063212  0.565388  0.062803
114  1051.105894  1061.406843  15.787613  0.055272  0.400328  0.046632
115  1041.382769  1086.024950  15.427461  0.048309  0.331311  0.047225
116  1070.978785  1031.783875  14.853145  0.028452  0.281825  0.056431
117  953.355899  1052.498555  13.437428  0.030419  0.157773  0.036250
118  1067.782738  880.057037  11.520262  0.022718  0.054721  0.031407
119  978.130022  993.596293  16.863862  0.093279  0.653196  0.066040
120  1081.928049  1111.238390  20.319144  0.100045  1.520412  0.120376
20  1223.819552  1960.776855  12.490505  0.023739  3.043896  0.024243
21  1978.760859  1413.720351  10.359307  0.022175  1.534024  0.030769
22  31.531249  449.471172  13.090040  0.048749  3.039177  0.037222
23  345.161473  1404.434157  8.930439  0.024646  0.163753  0.024519
24  1972.985720  636.065466  8.532780  0.027106  0.105103  0.016233
25  639.444851  390.582479  8.690627  0.015996  0.001965  0.031914
26  2032.725451  1204.545051  10.082114  0.029546  0.676006  0.035240
27  186.186257  1021.464834  9.171771  0.037346  -0.050441  0.023990
28  999.750409  623.847860  9.299191  0.029824  0.126546  0.023277
29  1103.438117  1668.385828  14.726201  0.023636  3.132173  0.030315
210  975.146193  1732.212534  12.241518  0.018577  1.440911  0.019869
211  57.858216  1443.724215  10.529352  0.048468  0.458749  0.018983
212  1585.503822  615.783628  10.926849  0.023351  0.323141  0.033824
213  402.958778  1495.518464  11.129254  0.026900  0.593096  0.043385
214  99.387074  159.875797  10.288583  0.021383  -0.211536  0.030452
215  841.248870  211.506878  15.770348  0.054408  2.940728  0.027366
216  1563.315418  1071.552520  12.407789  0.020755  0.981648  0.022062
217  3.988137  190.430768  11.100388  0.018400  0.291916  0.051419
218  549.260271  147.434546  12.538761  0.024463  0.637199  0.022197
219  2028.844015  197.325033  11.126426  0.035766  -0.009512  0.022038
220  807.901454  1346.355824  11.350890  0.025056  0.198322  0.020755
221  1820.796802  767.929102  12.287311  0.022414  0.469730  0.030884
222  675.578115  907.151720  17.851011  0.122264  3.546652  0.054506
223  1883.034621  516.040527  12.160744  0.031603  0.192583  0.057243
224  1674.428564  621.889939  15.681311  0.040929  2.352054  0.059776
