# id  x  y  V  eV  BV  eBV
10  1039.614013  1068.805960  20.357293  0.130816  1.730985  0.120270
11  1151.944192  955.297116  20.324171  0.094180  1.590379  0.129753
12  1204.221256  1100.800082  20.460091  0.141838  1.455893  0.234875
13  1137.872527  1046.342185  20.194321  0.213532  1.549013  0.093712
14  898.987438  1104.666173  20.451781  0.142599  1.355587  0.134317
15  1100.570808  1041.001636  20.409336  0.149966  1.434597  0.093173
16  884.543959  1139.019284  20.383012  0.153881  1.750384  0.129354
17  1053.204009  1118.097572  20.397534  0.187627  1.492765  0.102078
18  1175.523820  1007.716065  20.194277  0.119958  1.836764  0.202125
19  1009.558753  920.579645  20.397587  0.226407  1.715770  0.175277
110  1152.019681  1022.174310  20.377499  0.203261  1.500390  0.124859
111  1024.623657  995.268485  20.437731  0.217231  1.739604  0.146033
112  1103.556157  1009.488445  20.271595  0.119760  1.817398  0.146002
113  1004.015493  907.187016  20.458586  0.124560  1.624860  0.287815
114  906.197668  1085.050839  20.424888  0.086067  1.386476  0.128048
115  1018.155622  996.000256  20.338430  0.122245  1.684382  0.138299
116  919.485993  1095.312609  20.575740  0.084954  1.630518  0.138409
117  1154.952294  1086.064886  20.286538  0.190205  1.490008  0.092356
118  941.709926  1141.070316  20.101386  0.120336  1.650489  0.216443
119  1118.848676  869.815501  20.297818  0.224309  1.553542  0.193449
120  1013.762478  1085.738803  20.412559  0.130245  1.766725  0.303556
121  1046.481428  1066.452337  20.432471  0.102763  1.766782  0.169032
122  1031.170621  966.736241  20.402996  0.183764  1.428094  0.104901
123  1048.313037  974.746563  20.353137  0.106523  1.644453  0.129803
124  1004.841800  1072.065106  20.533902  0.150556  1.602956  0.087204
125  1145.771827  949.932012  20.189320  0.223759  1.485451  0.100108
126  1043.172372  1138.431181  20.289737  0.147612  1.422060  0.174144
127  1179.447665  938.984161  20.412618  0.098630  1.573874  0.133891
128  1216.514130  1041.500201  20.408948  0.201467  1.571856  0.132103
129  1023.514092  834.154476  20.553629  0.133156  1.519322  0.094874
130  993.637396  998.359470  20.387141  0.129873  1.659485  0.121606
131  1131.354604  936.753418  20.203818  0.092552  1.022740  0.198673
132  1038.624522  1015.059763  20.377197  0.148726  1.325541  0.293361
133  1047.200399  1206.027325  20.193169  0.106204  1.884052  0.171961
134  867.651789  877.572137  20.250846  0.137425  1.467718  0.230098
135  1033.092362  1088.344822  20.365459  0.264992  1.879713  0.231588
136  995.392328  1184.017859  20.478946  0.150636  1.738120  0.135706
137  1059.395727  953.786184  20.110283  0.223016  1.620425  0.173551
138  1115.092746  851.466465  20.357429  0.097557  1.513954  0.144031
139  1057.958625  1070.644736  20.275117  0.126073  1.386383  0.294711
140  1017.616036  1112.238981  20.162193  0.248942  1.404639  0.097972
141  924.071649  893.122703  20.309674  0.114703  1.496391  0.128684
142  1017.729905  1172.646769  20.236448  0.116986  1.442330  0.139852
143  1001.641615  1119.972823  20.284784  0.124783  1.743285  0.188593
144  1090.197688  1014.989292  20.419452  0.135462  1.530411  0.100554
145  980.935188  975.487201  20.425676  0.146390  1.448728  0.088439
146  1076.709929  882.157076  20.403636  0.140826  1.554344  0.101753
147  1056.834417  1170.855670  20.343493  0.104951  1.602750  0.122923
148  961.134264  1038.349373  20.367390  0.126886  1.580681  0.100140
149  944.907694  1210.478756  20.309115  0.159299  1.233396  0.175215
150  1035.451740  959.348982  19.931919  0.151369  1.808086  0.086818
151  984.386191  1125.648896  20.045423  0.130431  1.480336  0.125519
152  1041.946481  1105.563116  19.977880  0.158923  1.992002  0.226048
153  1143.743242  1077.689733  20.485240  0.161644  1.362668  0.153761
154  859.109949  951.634514  20.153935  0.097149  1.419213  0.159906
155  1049.950884  949.617398  20.246077  0.117346  1.732827  0.184902
156  1021.187871  1027.896054  20.002287  0.141249  1.306147  0.197049
157  1121.820733  971.937157  20.111858  0.172893  1.304842  0.172457
158  1146.922639  976.220774  20.377168  0.137187  1.458875  0.085582
159  922.241864  1085.113979  20.348566  0.155949  1.444234  0.104517
160  1032.342057  957.823898  20.337378  0.146768  1.568170  0.089499
161  988.521083  942.556262  20.281275  0.183751  1.505738  0.130114
162  1057.955840  1139.726664  19.972150  0.178944  1.642147  0.128701
163  993.109299  974.823424  20.279832  0.082196  1.379064  0.136675
164  1044.434412  1043.482419  20.204805  0.161550  1.499880  0.121288
165  963.801416  1008.049029  19.778245  0.149792  1.500165  0.172140
166  1096.157716  1015.425618  20.024069  0.197478  1.756136  0.232796
167  950.224957  1079.422382  20.501016  0.204997  1.258770  0.171396
168  938.533028  961.907794  20.392536  0.151960  1.557840  0.205449
169  972.135281  977.067704  20.304859  0.082329  1.390019  0.114270
170  1077.075046  1113.080074  20.281407  0.212434  1.286628  0.130552
171  1055.744184  1100.214190  20.100779  0.089774  1.676735  0.129759
172  937.753641  996.161208  20.129118  0.127219  1.522716  0.089163
173  891.231805  1012.202516  19.762167  0.153941  1.582738  0.122744
174  984.616550  1093.499044  19.941693  0.171720  1.693690  0.085859
175  1171.515146  1141.146010  19.869596  0.133720  1.552505  0.108457
176  991.467581  918.913659  20.083037  0.204705  1.534178  0.087303
177  1164.422431  975.775519  19.992965  0.161618  1.417508  0.096006
178  954.429215  1074.768589  19.968771  0.101210  1.614192  0.094735
179  988.500582  1028.030546  20.170279  0.191791  1.564588  0.117725
180  1024.031375  807.546716  20.126792  0.189204  1.595353  0.084548
181  937.920963  915.949548  20.133909  0.123799  1.553363  0.074152
182  1117.341553  1128.395264  20.109468  0.081301  1.569532  0.191106
183  929.655214  1069.847798  19.924905  0.074985  1.503950  0.125228
184  906.070815  1202.433946  20.189643  0.127195  1.671880  0.248941
185  1052.291584  1138.399969  19.914345  0.101975  1.552608  0.090574
186  1081.641431  1060.966318  20.062564  0.147026  1.391897  0.101000
187  1027.290829  1064.984330  19.857765  0.155358  1.473886  0.123741
188  907.031060  966.034514  19.691221  0.123424  1.414071  0.138122
189  970.244403  1078.118216  19.941680  0.152984  1.442304  0.078417
190  1089.535447  1026.476319  19.776113  0.123731  1.315128  0.159544
191  1073.090888  1106.891756  19.857347  0.090851  1.575861  0.109838
192  1018.396017  1037.034312  19.874647  0.108993  1.305337  0.178610
193  1171.692646  1040.347505  19.722186  0.136149  1.528310  0.087190
194  1019.633807  906.120643  19.902702  0.133128  1.545142  0.085398
195  1059.021865  967.043195  19.823760  0.084302  1.527193  0.117550
196  1239.000637  976.126751  19.492882  0.114929  1.290609  0.170581
197  1061.910548  948.582789  19.677950  0.125803  1.537891  0.087858
198  1178.991186  1139.502797  19.746056  0.132769  1.647899  0.260839
199  999.822275  984.173998  19.607375  0.082761  1.309297  0.108597
1100  987.268403  969.179791  19.356242  0.118900  1.448845  0.087964
1101  998.416118  888.672625  19.498592  0.083092  1.505685  0.098073
1102  1037.238129  984.473948  19.679198  0.137050  1.347322  0.091411
1103  969.951683  1040.474399  19.519327  0.173911  1.291727  0.087344
1104  1011.163054  1145.344922  19.324058  0.128340  1.163429  0.074063
1105  983.068549  1101.572485  19.469696  0.084705  1.307886  0.090114
1106  1154.332815  1025.041388  19.421339  0.147220  1.331641  0.085449
1107  994.105795  1190.934774  19.318023  0.144416  1.336548  0.090477
1108  900.175544  1079.347098  19.472128  0.087077  1.242718  0.186500
1109  943.859671  941.546701  19.728803  0.144975  1.304090  0.075690
1110  1087.808963  969.881252  19.491925  0.081295  1.489215  0.137488
1111  1095.586161  994.632765  19.581350  0.178238  1.365134  0.079238
1112  980.500603  1024.586035  19.817356  0.160480  1.234371  0.176327
1113  972.537078  962.031391  19.445824  0.075310  1.399260  0.103824
1114  1015.523512  863.092101  19.253477  0.110135  1.412588  0.112637
1115  817.503826  1038.305321  19.486167  0.103989  1.439238  0.116059
1116  1068.951470  1107.058524  19.400467  0.110097  1.479892  0.095981
1117  990.167757  1062.291804  19.410422  0.107652  1.324315  0.092310
1118  936.118620  860.156969  19.361671  0.120843  1.262727  0.150544
1119  1069.986591  1005.649510  19.548577  0.133870  1.453020  0.124124
1120  1083.671511  960.397681  19.443404  0.087812  1.276323  0.123559
1121  1047.304806  931.684844  19.401434  0.132925  1.545401  0.112004
