# id  x  y  V  eV  BV  eBV
123  1067.149148  834.943570  21.105681  0.321735  1.418233  0.488151
146  963.018015  995.772170  21.477211  0.124286  1.619482  0.158968
155  867.895542  1068.320952  20.912233  0.316097  1.605842  0.184104
181  991.656059  900.432015  20.855884  0.195354  1.545631  0.288917
183  973.387141  1123.270840  21.028398  0.133546  1.501595  0.160325
187  1098.736415  1008.502129  20.735294  0.156113  1.421944  0.103408
189  1072.690790  921.956495  20.436972  0.184153  1.413308  0.211770
190  984.802365  1077.917901  20.643388  0.176176  1.455773  0.209072
193  1062.294897  1110.215516  20.747122  0.159605  1.481509  0.219225
197  1025.807790  979.254190  20.565614  0.160027  1.883164  0.265667
199  1021.871165  1201.859215  20.832100  0.276250  1.360358  0.124946
1107  1116.838359  1073.053798  20.396786  0.277832  1.625958  0.095606
1110  1136.156283  939.993559  20.671412  0.159146  1.325601  0.103987
1111  945.256161  1155.905167  20.697919  0.120548  1.191659  0.281254
1114  951.015076  1086.806200  20.383869  0.142738  1.423617  0.106283
1118  871.217275  1044.886077  20.613822  0.181489  1.710424  0.158948
1121  998.117151  1094.390845  20.023007  0.224735  1.468147  0.246177
1124  862.119035  1012.810957  20.471378  0.132473  1.752577  0.102579
1127  1055.789322  963.823350  20.592910  0.138615  1.806623  0.282849
1128  1128.279327  935.702548  20.542526  0.227096  1.567171  0.128071
1129  984.288932  1254.190510  20.240175  0.166269  1.396548  0.114250
1131  1127.715512  963.147796  20.460106  0.098706  1.500412  0.129087
1133  1040.434278  918.195528  20.317762  0.116538  1.596332  0.160872
1135  982.139146  954.598523  20.463574  0.218413  1.382779  0.125941
1136  1128.067441  912.267796  20.339189  0.249121  1.586977  0.113467
1137  1079.354040  1060.214620  19.923307  0.287234  1.592942  0.200801
1139  1025.946870  1094.374564  20.340285  0.116058  1.431029  0.083573
1141  1075.307213  1025.026478  20.335705  0.112837  1.569563  0.082880
1142  946.545951  1104.645448  20.341185  0.113755  1.390472  0.119252
1143  1119.774454  899.240387  20.203982  0.120206  1.760950  0.095851
1144  1134.495232  1200.604017  20.249224  0.109155  1.809420  0.204964
1145  968.896553  918.109143  20.027872  0.097068  1.544834  0.083730
1146  1185.998705  961.194967  20.258701  0.198380  1.322167  0.198998
1147  1059.515331  1011.062661  19.861476  0.203500  1.650411  0.130784
1148  1000.682414  1037.705974  20.022781  0.119666  1.505836  0.149326
1149  1024.207237  1120.261345  20.168686  0.150946  1.371808  0.222527
1150  915.725292  1114.173686  20.159987  0.097689  1.552871  0.156930
1151  942.740378  1026.093302  20.221335  0.172681  1.565745  0.120071
1152  1022.702449  1015.212360  20.128451  0.116203  1.574888  0.105508
1155  1047.306301  1059.096822  20.157520  0.188952  1.482499  0.092064
1156  1006.902088  1142.121042  20.072158  0.118728  1.630223  0.190319
1157  1051.883602  994.118922  20.124357  0.168327  1.625539  0.128939
1158  980.765041  1023.961211  20.144785  0.144710  1.616263  0.110816
1159  966.200463  1107.633848  20.103776  0.082929  1.594080  0.136388
1160  910.097183  1013.488804  20.395445  0.186359  1.511246  0.081516
1161  1101.350359  1026.958705  19.990080  0.085859  1.629577  0.152562
1162  1057.014989  1070.338990  20.118764  0.134312  1.539601  0.083534
1163  855.592182  1072.976384  20.070362  0.094755  1.671870  0.132794
1164  938.397307  1124.434432  20.106080  0.111618  1.274380  0.111562
1165  1089.268122  1020.647834  19.809470  0.172630  1.689014  0.212679
1166  809.682924  948.237414  19.942348  0.109825  1.760040  0.121740
1167  981.517681  1160.779121  20.115605  0.121545  1.240411  0.195708
1168  970.465219  1217.885983  20.089217  0.198388  1.471395  0.186781
1169  953.740001  863.043215  20.133269  0.148879  1.617106  0.146623
1170  1106.175078  1089.882644  20.104234  0.086579  1.362877  0.096898
1171  1003.353682  1007.983206  20.079253  0.112770  1.511019  0.109342
1172  1149.289533  862.982124  19.960466  0.119946  1.276298  0.169558
1173  975.023084  988.494930  19.997481  0.088381  1.574915  0.140193
1174  933.693768  1054.369915  19.915887  0.082643  1.139156  0.201358
1175  1134.465065  969.006449  19.996337  0.162081  1.425287  0.110488
1176  1004.376637  1019.704361  20.024027  0.100554  1.661752  0.153754
1177  1034.410189  1081.056113  19.702421  0.154210  1.542210  0.080664
1178  994.783457  916.586025  19.771007  0.087691  1.515643  0.146126
1179  1057.884897  1080.740352  19.753180  0.157685  1.620765  0.118880
1180  1040.186839  1079.827558  19.957531  0.145096  1.437659  0.112867
1181  985.217987  1053.322322  19.602296  0.225022  1.446604  0.140135
1182  1082.863575  981.765714  19.825186  0.143009  1.523607  0.121369
1183  1216.851210  1141.542851  19.821325  0.075327  1.539964  0.110689
1184  985.598710  955.668685  19.985231  0.124781  1.583964  0.079425
1185  1002.674995  1005.848863  19.412877  0.212455  1.494107  0.188629
1186  813.045883  981.492367  19.886235  0.083058  1.531638  0.080259
